trigger_num,name,ra,dec,lii,bii,day_trigger,time,seconds_trigger,error_radius,earth_angle,overwrite,overwritten,max_cts_64,threshold_64,flux_64,flux_64_error,flux_64_time,max_cts_256,threshold_256,flux_256,flux_256_error,flux_256_time,max_cts_1024,threshold_1024,flux_1024,flux_1024_error,flux_1024_time,t50,t50_error,t50_start,t90,t90_error,t90_start,fluence_1,fluence_1_error,fluence_2,fluence_2_error,fluence_3,fluence_3_error,fluence_4,fluence_4_error,comments_quality,comments_otherobs,comments_general,comments_position,comments_duration
472,4B 910701,61.35,-53.42,263.08,-45.86, 8438,48438.16087,13899.371,11.08,73.67,N,N,-999,  66,  1.3950,  0.4340,  -1.6000,-999, 132,  0.8520,  0.2070,  -1.5360,   1.621, 264,  0.6810,  0.1020,  -0.8320,  37.696, 1.404,   -3.584,  82.176, 5.724,  -34.304,0.00000091455,0.000000094273,0.0000010918,0.000000077908,0.00000198,0.00000023103,0,0.000001863,,,,,
473,4B 910702-,255.07,29.05,50.6,35.74, 8439,48439.19902,17195.627, 4.61,115.22,N,N,   0.662,  66,  0.6080,  0.2520,   0.0640,   0.989, 132,  0.5540,  0.1220,  -0.3200,   1.045, 264,  0.4430,  0.0600,   0.2560,  12.096, 0.832,    2.048,  31.104, 3.657,   -0.704,0.0000002774,0.0000000209,0.00000033431,0.000000021285,0.00000044,0.000000059148,0.000000022791,0.00000033101,,,,,
474,4B 910702-,87.56,24.82,184.06,-1.25, 8439,48439.29159,25193.131, 2.83,99.12,N,N,   9.630,  66, 10.6410,  0.5860,   0.0640,   6.065, 132,  5.7820,  0.2340,   0.1280,   5.985, 264,  1.5520,  0.0820,   0.1920,   0.072, 0.005,   -0.013,   0.152, 0.032,   -0.056,0.000000012804,0.0000000017907,0.000000033208,0.0000000031043,0.00000038937,0.000000010227,0.0000048366,0.00000017087,Data gaps during the event,PVO rate increase,,,
480,4B 910703,40.37,29.48,149.91,-27.57, 8440,48440.21092,18223.787, 2.05,154.66,N,N,   5.909,  66,  6.6250,  0.4650,   0.0000,-999, 132,  1.9450,  0.1610,   0.1280,   1.792, 264,  0.5140,  0.0660,   0.8960,   0.019, 0.004,   -0.042,   0.067, 0.018,   -0.051,0.000000011837,0.0000000017601,0.000000016031,0.0000000019099,0.0000001145,0.0000000072916,0.0000010105,0.00000011838,Data gaps during the event,,Occultation step at T+200 s,,
486,4B 910705-,24.03,-65.98,295.81,-50.53, 8442,48442.00628,  542.827, 5.49,106.53,N,N,-999,  66,  1.5540,  0.2500,  -0.2560,   1.568, 132,  1.0880,  0.1170,  -0.1280,   1.758, 264,  0.3720,  0.0520,   0.5760,   0.128, 0.091,   -0.320,   0.320, 0.066,   -0.448,0.0000000096414,0.0000000033339,0.000000013888,0.0000000027498,0.000000065324,0.0000000073057,0,0.000000046022,,,,,
491,4B 910705-,219.79,-43.59,322.79,15.09, 8442,48442.8155,70459.563, 8.24,86.46,N,N,   1.333,  66,  0.6120,  0.2710,   0.0000,   0.614, 132,  0.3860,  0.1220,   0.1280,   0.640, 264,  0.1140,  0.0540,   0.1920,   0.039, 0.012,   -0.014,   0.100, 0.059,   -0.023,0.0000000012483,0.0000000014025,0.0000000033176,0.000000001673,0.00000002689,0.0000000047219,0.0000011517,0.00000016608,,,,,
493,4B 910706,256.63,-43.69,343.39,-1.75, 8443,48443.21168,18289.003, 2.26,98.76,N,N,   1.693,  66,  1.2830,  0.2490,   0.5760,   2.879, 132,  1.0960,  0.1210,   0.7040,   4.644, 264,  0.9520,  0.0600,   1.1520,   1.472, 0.272,    0.256,   4.864, 1.581,   -0.768,0.00000017028,0.000000012693,0.00000018204,0.000000013574,0.00000032496,0.000000025336,0,0.00000031244,,,,,
501,4B 910708,12.09,15.12,121.83,-47.75, 8445,48445.40394,34900.587, 2.62,90.92,N,N,   1.357,  66,  1.1470,  0.2380,   0.2560,   2.610, 132,  1.0990,  0.1180,   0.2560,   2.655, 264,  0.9230,  0.0570,   0.7680,   4.992, 0.590,    0.448,  33.728, 1.988,   -0.448,0.00000013824,0.0000000074931,0.00000015032,0.0000000080585,0.00000036058,0.000000025701,0,0.00000010169,,,,,
503,4B 910709,172.77,81.67,126.41,34.91, 8446,48446.48151,41602.091, 2.31,93.8,Y,N,   1.422, 290,  5.2090,  0.4490,   0.1280,-999,-999,  5.0550,  0.2170,   0.1920,-999,-999,  3.0480,  0.0890,   0.8960,  31.744, 5.312,    0.192,  46.656, 1.346,   -0.064,0.000000065872,0.0000000066339,0.00000014035,0.0000000075318,0.00000063985,0.000000018881,0.0000049223,0.00000023699,Noisy background due to intense magnetospheric activity during the event,"CGRO-COMPTEL, CGRO-EGRET rate increase",,,
508,4B 910710,248.14,-25.29,353.32,15.28, 8447,48447.19004,16419.435, 4.51,124.49,N,N,-999,  66,  0.7280,  0.2160,  -0.5760,-999, 132,  0.5490,  0.1050,  -0.3840,   1.553, 264,  0.3080,  0.0500,  -0.2560,   0.448, 0.143,   -0.896,   0.896, 0.373,   -1.088,0.000000011313,0.0000000058214,0,0.000000007447,0.000000074761,0.000000013279,0.00000042405,0.00000019342,,,,,
512,4B 910711,209.87,-16.39,325.68,43.46, 8448,48448.39713,34312.427, 9.25,130.92,N,N,   4.000,  66,  3.3310,  0.3750,   0.0000,-999, 132,  1.0950,  0.1470,   0.1920,-999, 286,  0.3020,  0.0660,   0.2560,   0.036, 0.018,   -0.048,   0.183, 0.065,   -0.050,0,0.0000000014613,0.000000010195,0.0000000019366,0.000000061854,0.0000000069235,0.00000035508,0.000000090183,,,,,
516,4B 910712,303.63,-57.09,340.55,-33.66, 8449,48449.34428,29745.707, 3.30,72.58,N,N,   1.150,  66,  0.9350,  0.2210,   0.0000,   2.025, 172,  0.7750,  0.1110,   0.3840,   3.625, 264,  0.6960,  0.0540,   0.8960,   3.520, 0.345,   -0.128,  12.672, 3.117,   -3.520,0.00000035412,0.000000015128,0.00000031985,0.000000016734,0.00000030207,0.000000031988,0.00000017449,0.00000041221,,,Solar flare at T+100 s,,
526,4B 910713,187.77,30.69,173.08,84.3, 8450,48450.85456,73834.091, 6.20,102.56,N,Y,-999,  66,  0.6470,  0.2490,  -0.0640,   1.015, 132,  0.4940,  0.1210,   0.0640,   0.803, 264,  0.2650,  0.0580,   0.5120,   2.496, 0.500,   -1.920,   6.592, 4.971,   -3.584,0.00000014714,0.000000024118,0.000000057313,0.000000013864,0.000000051129,0.000000038962,0.0000003509,0.00000034085,,,Untriggered burst at T+350 s,,Large errors in T90/T50 due to background fluctuations
537,4B 910714,242.52,22.19,38.02,44.88, 8451,48451.86548,74777.067, 2.45,94.68,Y,N,   1.019, 105,  1.8270,  0.3240,   0.0000,-999,-999,  1.4550,  0.1570,   0.1920,-999,-999,  1.2820,  0.0770,   0.9600,   1.216, 0.181,    0.320,   4.288, 0.326,   -0.064,0.000000045857,0.000000010465,0.000000071154,0.000000010978,0.00000055177,0.000000026698,0.0000013917,0.00000027711,,CGRO-COMPTEL,Solar flare at T+60 s,,
540,4B 910715,321.43,53.83,95.43,2.33, 8452,48452.49586,42842.219, 4.83,90.02,N,Y,   1.083,  60,  0.8800,  0.2200,   0.0640,   1.678, 121,  0.7590,  0.1080,   0.0640,   2.508, 242,  0.6190,  0.0530,   0.6400,  17.920, 0.528,    0.000,  32.000, 1.600,   -0.896,0.00000012572,0.000000008205,0.00000010476,0.0000000088934,0.0000001003,0.000000014135,0,0.000000073742,,,,,
543,4B 910717-,249.84,-58.21,329.4,-7.59, 8454,48454.18963,16384.171, 1.01,99.09,Y,N,   8.756,  96, 11.1580,  0.5070,   1.1520,-999,-999, 10.5560,  0.2490,   1.2160,-999,-999,  9.1450,  0.1180,   1.2800,   2.176, 0.143,    0.768,   4.864, 0.202,    0.192,0.00000060751,0.000000010401,0.0000013739,0.000000014362,0.0000030237,0.000000032612,0.0000027225,0.00000019647,,"Ulysses, PVO, Ginga, WATCH/GRANAT, PHEBUS/GRANAT",,,
547,4B 910717-,294.15,-7.21,31.57,-13.3, 8454,48454.43268,37383.467, 3.95,89.24,Y,N,   2.792,  95,  2.9360,  0.3270,   0.0640,-999,-999,  2.6920,  0.1560,   0.1280,-999,-999,  0.8890,  0.0610,   0.2560,   0.256, 0.091,   -0.128,   0.512, 0.091,   -0.320,0.0000000081305,0.0000000024365,0.000000032055,0.0000000032273,0.00000018662,0.000000010367,0.00000032394,0.000000067299,,,Occultation step immediately following the event,,
548,4B 910718-,350.54,59.74,111.9,-1.21, 8455,48455.10066, 8697.195, 0.66,133.15,N,N,   2.682,  66,  2.2020,  0.2830,   5.5040,   4.978, 132,  1.9960,  0.1390,   5.5040,   8.970, 264,  1.8250,  0.0680,   5.7600,  13.696, 0.286,    5.440,  36.224, 0.898,    0.960,0.00000079023,0.000000018742,0.0000013811,0.000000025636,0.0000032488,0.000000052366,0.00000072472,0.00000032598,,"Ulysses rate increase, PVO rate increase",Occultation step at T+180 s,,
549,4B 910718-,82.8,22.78,183.49,-6.02, 8455,48455.25125,21708.395, 5.50,149.06,N,N,-999,  66,  0.5300,  0.2380,  -0.3840,-999, 132,  0.3340,  0.1170,   0.1280,   1.417, 264,  0.2650,  0.0570,   0.4480,   9.792, 0.781,   -0.960,  14.400, 2.807,   -2.048,0.000000071425,0.000000017272,0.00000011292,0.000000022066,0.00000022612,0.000000037854,0.00000094081,0.00000045933,,,,,
550,4B 910718-,307.97,-46.03,354.09,-36.18, 8455,48455.46479,40157.803,10.48,82.46,N,N,-999,  77,  0.6760,  0.2580,  -0.7040,-999, 154,  0.4960,  0.1270,  -0.5120,   1.425, 308,  0.4380,  0.0620,  -0.3200,,,,,,,0.000000051232,0.000000010241,0.00000011463,0.000000014015,0.00000014963,0.000000035216,0,0.00000022543,Event occurred after an SAA exit;noisy background,,,,Duration determined visually as ~ 3 s
551,4B 910718-,276.07,-18.58,13.36,-2.61, 8455,48455.8802,76049.323, 2.34,120.68,N,N,   4.600,  66,  5.5730,  0.4260,   0.1280,-999, 132,  3.6690,  0.1880,   0.1920,   4.402, 264,  1.0730,  0.0740,   0.7040,   0.115, 0.006,   -0.016,   0.250, 0.109,   -0.044,0.000000016367,0.0000000042097,0.000000040115,0.0000000044448,0.00000021869,0.000000010505,0.00000073939,0.000000075909,,,Occultation step at T+50 s,,
555,4B 910719,245.85,28.46,47.53,43.49, 8456,48456.4535,39182.251,17.7,161.27,Y,N,   1.744,  78,  1.6230,  0.2930,   0.0000,-999,-999,  1.3060,  0.1410,   0.1920,-999,-999,  0.3720,  0.0570,   0.8960,   1.920, 0.202,    0.000,   4.160, 0.453,   -0.064,0.000000011592,0.0000000053293,0.000000011859,0.0000000055764,0.000000083777,0.000000012206,0.00000052441,0.00000018644,,,,,
559,4B 910721-,313.96,-32.81,11.38,-39.31, 8458,48458.14006,12101.227,13.21,107.54,N,Y,,,  0.4750,  0.2340,  -0.1280,,,  0.4040,  0.1130,  -0.1280,,,  0.2270,  0.0540,   0.1280,  19.968, 1.846,  -18.944,  34.176, 4.296,  -27.136,0.000000076018,0.000000036277,0.00000022902,0.000000040535,0.00000044758,0.0000001162,0.0000099871,0.0000024488,,,,,Event starts at T-30 s
563,4B 910721-,315.52,-14.29,34.25,-35.31, 8458,48458.81264,70212.459, 1.31,95.89,N,N,,,  2.1310,  0.2900,   2.0480,,,  1.8860,  0.1430,   1.2800,,,  1.8190,  0.0700,   2.0480,   8.640, 0.528,    2.368,  22.528, 1.473,    0.320,0.00000080567,0.000000027167,0.0000012353,0.000000028785,0.000003033,0.000000079039,0.0000015831,0.00000045933,,"Ulysses rate increase, WATCH/GRANAT",Occultation step at T+150 s,,
568,4B 910722,125.8,3.32,220.73,21.88, 8459,48459.48526,41926.187, 5.45,123.87,N,N,   3.030,  66,  2.6470,  0.4060,   0.0000,-999, 132,  1.4300,  0.1760,   0.1280,   1.318, 264,  0.3750,  0.0780,   0.8320,   0.058, 0.012,   -0.027,   0.119, 0.045,   -0.051,0.0000000063392,0.0000000021779,0.0000000086291,0.0000000020734,0.000000095281,0.0000000081475,0.00000076674,0.00000013584,,,Occultation step at T+180 s,,
575,4B 910725-,135.45,-13.58,241.6,21.03, 8462,48462.08828, 7627.563, 4.39,83.24,N,N,   2.998,  66,  3.7080,  0.4650,   0.3200,   2.846, 132,  2.7500,  0.2150,   0.4480,   2.799, 264,  1.0650,  0.0890,   0.5760,   0.270, 0.021,    0.064,   0.413, 0.022,    0.000,0.000000011033,0.0000000032848,0.000000043898,0.0000000054633,0.00000020245,0.000000012936,0.00000016743,0.000000060689,,,,,
577,4B 910725-,273.18,14.13,41.43,14.86, 8462,48462.55008,47526.507, 2.04,165.41,N,N,   0.944,  72,  0.9310,  0.2450,   3.1360,   1.500, 143,  0.7930,  0.1210,   3.9680,   2.444, 286,  0.6920,  0.0590,   3.9680,  57.536, 4.428,    4.672, 179.840, 7.697,   -0.384,0.00000045556,0.000000024642,0.00000056499,0.000000024385,0.000001231,0.000000055249,0.00000072564,0.00000037796,,"PVO rate increase, Ginga",,,
591,4B 910730-,249.54,-75.22,315.92,-18.43, 8467,48467.17938,15498.859, 4.19,103.66,N,N,   1.148,  71,  0.9350,  0.2620,   1.6640,   1.855, 143,  0.8380,  0.1270,   1.3440,   2.832, 286,  0.7110,  0.0630,   1.9840,  30.656, 0.286,    1.920,  56.064, 5.410,   -5.632,0.00000045971,0.000000023007,0.00000052002,0.000000024807,0.0000012207,0.000000074876,0.00000096535,0.00000074587,,,,,
593,4B 910730-,132.53,56.13,161.23,38.62, 8467,48467.59154,51108.971, 3.17,121.59,N,N,-999,  66,  0.9530,  0.2510,  -0.1280,   1.155, 132,  0.8800,  0.1250,  -0.1280,   1.458, 264,  0.5860,  0.0590,   0.4480,,,,,,,0.0000003863,0.000000021039,0.00000030695,0.000000016547,0.00000043715,0.00000004496,0.00000021898,0.00000023845,,,,,Duration determined visually as ~ 70 s
594,4B 910730-,313.88,16.93,63.49,-17.82, 8467,48467.93558,80834.155, 2.22,173.64,N,N,   1.652,  66,  1.0520,  0.2160,  25.2800,   2.729, 132,  0.8720,  0.1040,  25.4080,   4.352, 264,  0.7370,  0.0510,  12.2240,  13.888, 0.410,    3.968,  26.880, 0.286,   -1.536,0.00000024101,0.000000017144,0.00000050578,0.00000001632,0.0000019638,0.000000044519,0.0000022161,0.00000041234,,,,,
603,4B 910802-,81.44,-35.84,240.03,-32.04, 8470,48470.03144, 2716.267, 3.31,167.29,Y,N,   4.040, 125,  7.5000,  0.5660,   0.0000,-999,-999,  3.4910,  0.2210,   0.1280,-999,-999,  1.7230,  0.0970,   0.9600,   0.832, 0.091,   -0.064,   1.472, 0.272,   -0.384,0.000000036717,0.0000000061806,0.00000010627,0.0000000098247,0.00000034185,0.000000026187,0.00000040807,0.00000016485,,,Background source (Vela X-1),,
606,4B 910802-,199.57,-53.42,306.98,9.24, 8470,48470.63978,55276.651, 1.96,99.15,N,N,   1.539,  66,  1.2040,  0.2470,   1.3440,   2.548, 132,  1.0520,  0.1210,   1.3440,   4.314, 264,  0.9870,  0.0590,   2.0480,   8.576, 0.272,    2.112,  20.736, 0.373,    0.000,0.00000036091,0.000000018349,0.00000049968,0.0000000188,0.0000013476,0.000000044713,0.00000092233,0.00000040824,,PVO rate increase,,,
612,4B 910803,309.71,23.51,66.55,-10.76, 8471,48471.35653,30804.587, 0.99,110.09,N,N,   4.028,  66,  2.9070,  0.3040,   8.0000,   7.521, 132,  2.7450,  0.1490,   8.0000,  13.423, 286,  2.4800,  0.0720,   8.2560,,,,,,,0.00000066031,0.000000024653,0.00000097429,0.000000018194,0.0000025012,0.000000043928,0.0000029613,0.00000050763,Data gaps during the event,,,,Duration determined visually as ~ 15 s
630,4B 910805,313.27,-51.3,347.35,-39.61, 8473,48473.44544,38485.611, 3.78,137.28,N,N,,,  0.5810,  0.3120,   0.0640,,,  0.6010,  0.1510,  -0.3840,,,  0.4470,  0.0750,   0.0640,   8.000, 1.056,   -4.608,  18.176, 1.448,   -7.680,0.00000021018,0.000000021263,0.00000035068,0.000000023899,0.00000062958,0.000000072226,0,0.00000034578,,,,,
640,4B 910806,155.66,27.12,204.22,57.02, 8474,48474.64203,55471.531, 3.94,138.99,N,N,   1.197,  66,  1.0730,  0.2420,   0.0000,   0.962, 132,  0.4260,  0.1070,   0.0000,   0.648, 264,  0.1150,  0.0490,   0.1920,,,,,,,0.000000010365,0.0000000071403,0.0000000061822,0.0000000056824,0.000000015274,0.00000001493,0.00000021298,0.0000001777,,,,,Duration determined visually as ~ 0.2 s
647,4B 910807,153.85,6.49,234.83,47.62, 8475,48475.30594,26432.811, 0.28,122.75,N,N,   6.820,  66,  7.1540,  0.5290,   3.2000,  13.047, 132,  7.0700,  0.2610,   3.3280,  23.223, 264,  6.5570,  0.1270,   3.7120,  16.832, 0.231,    4.928,  59.584, 0.580,    1.536,0.0000016534,0.000000024392,0.0000040873,0.000000035369,0.000010965,0.000000075707,0.0000041372,0.00000031641,Data gaps in burst data,PVO rate increase,,,
658,4B 910809-,237.39,38.82,62.07,51.28, 8477,48477.04058, 3505.771, 1.78,80.88,Y,N,   1.149,  60,  1.2090,  0.3040,   0.2560,-999,-999,  1.2810,  0.1490,   0.6400,-999,-999,  1.0840,  0.0730,   1.2160,   6.016, 0.373,    0.128,  20.672, 1.684,   -1.856,0.00000037951,0.000000015537,0.00000056758,0.000000023401,0.0000009765,0.000000053729,0.0000010797,0.0000005402,,,,,
659,4B 910809-,195.43,19.37,320.39,81.89, 8477,48477.26042,22500.203, 1.85,108.66,N,N,   1.395,  66,  1.1960,  0.2360,   1.9840,   2.442, 132,  1.0290,  0.1160,   2.1760,   3.807, 264,  0.9800,  0.0570,   2.6240,  33.280, 0.405,   10.304, 102.080, 2.146,  -23.296,0.0000025676,0.000000031221,0.000002269,0.000000025388,0.0000022171,0.000000065224,0.0000005509,0.00000033286,Data gap starting at T+190 s,"Ulysses rate increase, PVO rate increase",,,
660,4B 910809-,281.96,64.74,94.91,24.73, 8477,48477.8165,70545.515, 2.01,79.34,N,N,   6.203,  66,  4.7460,  0.3930,   3.5840,  10.279, 132,  4.5510,  0.1940,   3.7120,  11.864, 264,  3.2310,  0.0850,   4.1600,   5.504, 0.202,    1.984,  20.160, 0.834,    0.384,0.00000036088,0.000000010371,0.00000061663,0.000000015263,0.0000020218,0.000000035691,0.0000043502,0.00000033361,,Ulysses rate increase,,,
666,4B 910811,79.7,-72.16,283.36,-32.77, 8479,48479.60686,52432.491, 5.37,114.42,N,N,   2.463,  71,  1.7800,  0.2690,   3.0080,   3.852, 143,  1.6630,  0.1310,   3.1360,   3.042, 286,  0.8120,  0.0580,   3.3920,,,,,,,0.000000065927,0.000000010677,0.000000088103,0.000000007649,0.00000019672,0.000000018826,0.000000078907,0.00000018976,,,Possible precursor at T-100 s. Noisy background,,Duration estimated visually to be ~ 4 s.
673,4B 910813,39.41,-64.49,285.88,-48.97, 8481,48481.56695,48984.683, 3.56,106.02,N,N,   0.610,  66,  0.4100,  0.2160,  19.3920,   0.783, 132,  0.2990,  0.1050,   6.5280,   1.080, 264,  0.2750,  0.0510,   5.8880,  13.120, 0.462,    2.944,  27.456, 2.290,   -4.608,0.00000012895,0.000000020523,0.00000038222,0.000000022887,0.00000054242,0.000000044739,0.0000000086787,0.00000048664,,,Background source (Vela X-1),,
676,4B 910814-,58.01,45.22,153.13,-6.8, 8482,48482.46505,40180.331, 0.97,115.17,N,N,   5.504,  71,  4.4080,  0.3840,  60.0320,  10.188, 143,  4.1990,  0.1880,  60.0960,  18.752, 286,  4.0770,  0.0910,  51.5200,  18.432, 0.264,   41.216,  77.824, 1.175,   -4.608,0.0000017075,0.000000028096,0.00000239,0.000000031478,0.000012682,0.000000077205,0.000025087,0.00000061144,,"PVO rate increase, DMS rate increase, PHEBUS/GRANAT",,,Possible low-level emission related to the event from T-50 to T+140 s
677,4B 910814-,163.81,-64.63,290.89,-4.51, 8482,48482.58262,50338.475,10.04,95.99,N,N,   8.559,  71,  6.2100,  0.4400,   0.0640,   3.052, 143,  1.8730,  0.1510,   0.1280,   2.220, 286,  0.4870,  0.0600,   0.9600,   0.030, 0.003,    0.004,   0.055, 0.008,   -0.010,0.0000000039611,0.00000000131,0.00000001139,0.0000000013542,0.000000098344,0.0000000049536,0.0000015001,0.00000014576,Event rides on the peak of an electron event,,,,
678,4B 910814-,346.35,30.43,97.31,-27.11, 8482,48482.80177,69273.003, 0.48,90.13,N,N,  13.326,  66,  6.7380,  0.5330,   1.6000,  23.901, 132,  6.1760,  0.2550,   1.6640,  40.750, 264,  5.8250,  0.1200,   2.3680,  20.544, 0.202,    3.776,  53.888, 0.707,    0.896,0.0000024411,0.000000025991,0.0000033157,0.000000027649,0.000017347,0.000000075388,0.00022764,0.0000015568,,"Ulysses rate increase, CGRO-OSSE, CGRO-COMPTEL, PVO, Ginga; WATCH/GRANAT, SIGMA/GRANAT, PHEBUS/GRANAT",,,
680,4B 910815,142.77,-36.05,263.73,11.15, 8483,48483.39638,34247.275, 2.12,115.89,N,N,   0.915,  60,  0.8760,  0.2130,   1.2800,   1.716, 121,  0.8140,  0.1060,   1.2800,   3.153, 242,  0.7930,  0.0520,   1.9840,   2.880, 0.286,    0.896,  10.944, 1.012,   -0.896,0.00000020266,0.000000018096,0.00000024638,0.000000011847,0.0000003095,0.000000022909,0.000000044951,0.00000011801,,,,,
685,4B 910816-,221.03,-59.09,316.97,0.68, 8484,48484.50835,43921.579, 4.68,118.48,Y,N,   1.197,  66,  1.1430,  0.2580,   0.0000,-999,-999,  0.9560,  0.1260,   0.0000,-999,-999,  0.6730,  0.0600,   0.5760,  15.680, 1.741,   -4.160,  72.512, 2.187,  -34.880,0.00000035222,0.000000031927,0.00000031021,0.000000025267,0.00000012106,0.000000045884,0.00000042096,0.00000032525,,,,,
686,4B 910816-,172.6,1.48,262.39,57.83, 8484,48484.61856,53443.435, 3.36,108.39,N,N,   1.062,  71,  1.1100,  0.2850,   0.2560,   1.480, 143,  0.9300,  0.1380,   0.0000,   2.308, 286,  0.8180,  0.0680,   0.6400,   4.992, 0.231,    0.576,  11.136, 0.730,   -0.320,0.00000021518,0.000000026413,0.00000017556,0.000000021345,0.00000057561,0.00000006636,0.0000012817,0.00000056466,Data gap starting at T+140 s,,,,
690,4B 910817,90.11,27.08,183.26,1.87, 8485,48485.70863,61225.579,10.97,127.96,N,N,,,  0.6610,  0.2140,   2.4320,,,  0.4100,  0.1030,   2.4960,,,  0.2210,  0.0500,   2.4960,   2.112, 0.320,   -0.192,   3.200, 0.373,   -0.768,0.000000034259,0.000000015408,0.000000052255,0.000000018655,0.000000094795,0.000000033401,0.000000036663,0.00000018909,Data gaps in burst data,WATCH/GRANAT,,,
692,4B 910818,268.34,-27.09,2.46,-0.52, 8486,48486.57275,49485.931, 2.57,71.78,N,N,   1.262,  60,  1.5310,  0.2770,   0.8960,   2.081, 121,  1.3100,  0.1350,   0.8960,   3.083, 264,  1.1950,  0.0660,   1.2160,   5.760, 0.181,   -0.256,  62.528, 1.741,  -43.008,0.00000071579,0.000000043124,0.0000012891,0.00000005568,0.0000016319,0.0000001208,0.00000070183,0.00000074721,,"PVO rate increase, WATCH/GRANAT",Occultation step at T+100 s,,
704,4B 910821,292.46,-63.52,332.89,-28.32, 8489,48489.07128, 6158.827, 3.53,97.29,N,N,   1.798,  66,  1.4150,  0.2890,   0.1280,-999, 132,  1.3690,  0.1430,   0.2560,   3.996, 264,  1.1770,  0.0690,   0.9600,  22.784, 0.792,    3.008,  45.888, 2.883,    0.128,0.00000030997,0.000000020926,0.00000053795,0.00000002659,0.0000019194,0.000000069376,0.0000017792,0.00000070572,Data gap starting at T+150 s.,,,,
711,4B 910822,269.87,43.74,70.49,27.37, 8490,48490.57707,49858.795, 2.67,71.98,N,N,   1.056,  71,  1.2010,  0.2980,  -0.0640,   1.166, 143,  1.0480,  0.1470,   0.1280,   1.213, 286,  0.6760,  0.0700,   0.7040,   0.704, 0.143,   -0.128,   2.432, 0.832,   -0.704,0.00000019762,0.000000022384,0.00000008868,0.000000016926,0,0.000000029607,0,0.00000045168,Data gap starting at T+30 s,,,,
717,4B 910823,105.65,8.06,207,6.13, 8491,48491.87598,75684.459,13.08,162.67,N,N,-999,  71,  0.5300,  0.2360,  -1.7280,-999, 143,  0.3800,  0.1160,  -0.4480,   1.073, 286,  0.2860,  0.0560,   0.2560,  10.944, 1.358,   -0.640,  37.184, 4.971,   -6.656,0.000000087034,0.000000016947,0.00000022051,0.000000022665,0.00000022629,0.000000049211,0.000000010244,0.00000038057,,,,,
727,4B 910826,69.12,48.51,156.36,0.81, 8494,48494.84512,73018.475, 3.54,156.13,N,N,   0.959,  71,  1.0260,  0.2370,   0.6400,   1.618, 143,  0.8740,  0.1160,   0.6400,   2.818, 286,  0.7780,  0.0570,   1.2160,,,,,,,0.00000014577,0.000000019225,0.00000020594,0.000000014299,0.00000051253,0.00000003118,0.0000005233,0.00000027568,Data gap at the end of the event,,,,Duration determined visually as ~ 4 s
